tilltalsnamn,2014,2015,2016,2017,2018,2019
Emeline,2,2,2,0,0,3
Emelinn,0,0,0,0,2,0
Emely,3,4,0,4,3,2
Emerson,0,2,0,0,0,0
Emi,6,5,0,0,0,2
Emie,0,0,0,0,0,0
Emil,502,450,414,373,297,314
Emila,0,0,0,0,0,0
Emile,3,2,0,2,3,0
Émile,3,2,0,0,0,3
Emileo,0,0,0,0,0,0
Emili,3,7,8,2,7,2
Emilia,419,360,403,339,300,275
Emiliah,0,0,0,0,0,0
Emiliam,0,0,0,0,0,0
Emilian,10,4,11,3,6,4
Emiliana,0,0,0,2,0,0
Emiliano,3,3,5,2,2,5
Emilie,12,15,12,12,7,8
Emilija,14,9,12,7,9,11
Emilijan,0,2,0,0,2,0
Emilina,0,0,0,0,0,0
Emilio,95,71,103,87,77,68
Emilion,0,2,0,0,0,0
Emilios,0,0,0,2,0,2
Emilis,2,0,0,2,4,3
Emilja,0,0,0,0,2,0
Emilo,0,0,0,0,0,2
Emils,0,0,0,3,0,0
Emily,60,44,44,53,42,47
Emin,34,19,26,23,22,22
Emina,13,10,12,19,12,19
Emine,3,7,4,3,0,2
Eminella,0,0,0,0,3,0
Emir,56,47,38,49,48,30
Emira,2,2,2,2,0,2
Emirhan,2,2,3,0,0,2
Emla,4,0,0,0,0,2
Emm,0,0,0,0,0,0
Emma,448,381,459,326,275,262
Emmah,0,0,0,0,0,0
Emma-Karin,0,0,0,0,0,0
Emma-Lee,0,0,0,0,0,0
Emmali,2,0,0,0,0,0
Emma-Li,2,2,0,0,0,0
Emmalie,0,0,0,0,0,0
Emmalina,0,0,0,0,0,0
Emmalisa,0,0,0,0,0,0
Emma-Lisa,0,0,0,0,0,0
Emma-Louise,0,0,0,0,0,0
Emma-Lovisa,0,0,0,0,0,0
Emma-Maria,0,0,0,0,0,0
Emmanuel,19,12,17,15,15,14
Emmanuella,0,2,0,0,0,0
Emmanuelle,0,0,0,0,0,0
Emma-Sofie,0,0,0,0,0,0
Emme,4,0,0,0,0,0
Emmeli,0,0,0,0,0,0
Emmelia,0,0,0,0,2,0
Emmelie,4,0,0,2,2,0
Emmelina,2,0,0,0,0,2
Emmeline,4,0,8,2,0,5
Emmelinn,0,0,0,0,0,0
Emmely,0,0,0,0,0,0
Emmerick,0,0,0,0,0,0
Emmet,3,5,19,9,7,6
Emmeth,3,0,0,0,0,0
Emmett,11,18,15,17,11,9
Emmi,21,19,9,10,15,9
Emmica,0,0,0,0,0,0
Emmie,46,35,33,25,28,32
Emmilou,0,3,0,0,0,0
Emmily,2,0,0,0,0,0
Emmy,106,106,99,86,71,70
Emmy-Lee,0,0,0,0,0,0
Emmylo,0,0,0,0,0,0
Emmy-Lo,0,0,0,0,2,0
Emmylou,3,11,4,5,7,8
Emmy-Lou,2,2,0,2,0,0
Emna,0,0,4,0,0,0
Emnet,0,0,2,0,0,2
Emra,0,0,0,0,0,0
Emraan,2,3,0,2,0,0
Emrah,2,0,0,2,3,2
Emran,6,8,9,5,9,9
Emre,7,12,12,14,13,6
Emric,0,0,0,2,0,0
Emrick,0,0,0,0,0,0
Emrik,15,10,13,10,5,9
Emy,5,6,6,3,4,4
Ena,0,2,3,5,4,0
Enar,7,8,10,8,11,10
Enaya,0,0,0,0,0,0
Ender,2,0,0,0,2,0
Endi,0,3,0,0,0,0
Endla,0,0,0,0,0,0
Endre,0,0,0,0,0,0
Endri,2,0,0,2,3,0
Endrias,0,0,0,0,0,0
Endrit,2,3,3,0,3,2
Enea,6,0,0,4,2,0
Eneas,2,0,0,0,0,0
Eneko,0,0,0,0,0,0
Enes,26,18,14,10,9,14
Enesa,0,2,0,0,0,0
Enfrid,0,2,0,0,0,0
Engelbrekt,0,0,0,0,2,0
Engla,16,29,17,20,8,11
Enguun,0,2,0,0,2,0
Eni,0,0,0,0,3,0
Enian,0,0,2,0,0,0
Enid,0,2,0,3,3,0
Enida,0,0,0,0,0,0
Enis,4,4,0,2,2,4
Enisa,2,0,3,2,0,0
Enise,2,0,0,0,0,0
Enja,12,12,6,6,5,2
Enkela,0,0,2,0,0,0
Enkh-Erdene,0,0,0,2,0,0
Enkhjin,0,3,2,2,2,0
Enkhriilen,0,0,2,2,0,0
Enkido,0,0,0,2,0,0
Enlil,0,0,2,0,2,2
Enna,12,0,9,4,4,3
Enni,2,0,6,3,2,0
Ennie,0,0,0,0,2,0
Ennio,5,0,3,2,2,0
Ennis,0,0,2,0,0,2
Enno,0,0,0,0,0,0
Enny,0,0,2,2,0,0
Eno,0,0,0,0,0,0
Enoc,2,0,0,0,0,0
Enoch,0,0,0,2,2,0
Enok,5,6,7,10,15,5
Enrico,0,2,0,0,0,0
Enrika,0,0,0,0,0,0
Enrique,0,2,4,0,0,0
Ensar,11,8,8,10,6,6
Ensio,0,0,0,0,0,0
Enso,0,0,0,0,0,0
Enver,2,0,0,2,4,0
Enwer,0,0,0,0,0,0
Enya,78,85,71,56,63,46
Enyah,0,2,0,0,0,0
Enyo,0,0,0,0,0,0
Enza,0,0,2,0,0,0
Enzo,35,48,43,48,46,47
Eowyn,0,0,0,0,0,0
Ephraim,0,0,2,3,0,0
Era,2,5,9,8,4,2
Erand,0,0,0,0,0,0
Eray,2,0,0,7,11,4
Erblin,0,0,2,0,0,0
Erblina,0,2,0,0,0,0
Erdem,0,4,0,2,2,2
Erdi,6,0,0,0,0,2
Erdion,0,0,0,0,0,0
Erdon,2,0,0,0,0,0
Erduan,2,0,0,0,0,0
Eren,13,5,6,5,6,3
Erfan,4,0,2,2,2,0
Ergon,0,0,0,0,0,0
Eri,2,0,0,0,0,0
Eric,66,60,67,47,53,51
Erica,4,3,3,7,3,5
Erick,0,2,2,0,2,0
Eridon,0,0,0,0,0,0
Erijon,0,0,0,0,0,0
Erik,382,352,311,271,253,207
Erika,13,10,16,11,8,7
Erikas,0,0,0,0,0,0
Erin,3,5,7,5,4,7
Erina,3,9,10,7,5,0
Erinda,0,0,0,0,0,0
Eriola,0,0,0,0,0,0
Erion,5,2,6,6,2,2
Eriona,0,0,0,0,0,0
Eris,5,5,5,2,2,6
Erisa,0,2,2,2,0,0
Erjon,4,3,0,0,3,4
Erjona,0,0,0,0,0,0
Erkan,0,0,0,0,0,0
Erkhes,0,0,2,0,3,0
Erkin,0,0,0,0,0,0
Erla,3,2,4,3,0,5
Erland,4,9,8,7,12,6
Erlind,0,0,0,0,0,0
Erling,9,7,9,5,11,18
Erlis,2,0,0,0,2,0
Erlisa,2,0,0,0,0,0
Ermal,0,0,0,0,0,0
Erman,0,0,0,2,0,0
Ermias,0,0,0,3,3,8
Ermin,2,2,2,0,0,2
Ermina,2,0,0,0,0,2
Ermira,0,0,0,0,0,0
Ermiya,0,0,0,0,2,0
Erna,7,6,7,5,3,2
Ernad,0,0,0,0,0,0
Ernan,0,0,0,0,0,0
Ernest,2,3,2,0,3,0
Ernesto,0,0,0,0,0,2
Ernisa,0,0,2,0,0,0
Ernst,7,7,5,9,15,11
Erol,0,0,2,0,0,0
Erolina,0,0,0,0,0,0
Eron,6,6,5,0,3,4
Erona,2,0,0,0,0,0
Eros,5,5,2,0,0,5
Errol,0,3,3,0,2,2
Erti,0,0,0,0,0,0
Erton,2,0,0,0,0,0
Ertugrul,0,0,0,5,2,0
Erva,6,2,8,6,0,0
Ervin,3,6,0,2,3,6
Erwin,0,0,5,4,0,2
Eryk,3,5,5,4,6,2
Erza,0,2,2,0,0,0
Esa,0,0,0,0,0,0
Esad,0,0,0,0,0,0
Esaia,0,0,0,0,0,0
Esaiah,0,0,0,0,0,0
Esaias,8,4,0,6,6,4
Esat,0,0,0,0,0,0
Esben,0,0,0,0,0,0
Esbjörn,0,2,0,3,6,8
Escada,0,0,0,0,0,0
Eser,2,0,0,0,0,0
Esey,0,2,6,6,6,11
Eshaal,0,2,2,2,2,6
Eshal,3,0,2,0,0,3
Esias,0,0,0,3,0,0
Esila,2,5,5,12,5,5
Esin,0,0,0,0,0,0
Eskil,65,65,56,75,79,50
Eskild,0,0,0,0,0,0
Eslem,5,0,2,2,0,0
Esma,12,19,27,13,23,14
Esmanur,0,0,0,0,0,0
Esme,2,8,2,2,8,3
Esmeralda,26,22,31,25,28,14
Esmira,0,0,2,0,0,2
Espen,6,8,5,9,6,4
Esperanza,0,0,0,0,0,0
Espoir,0,0,2,0,0,0
Esra,6,5,4,6,5,13
Esraa,0,0,2,6,0,4
Esrom,0,2,5,4,11,7
Essa,0,0,5,2,11,9
Esse,0,0,0,0,0,4
Essey,0,2,4,5,0,3
Essi,0,2,0,0,0,0
Essie,7,5,14,10,10,18
Essy,0,2,3,3,2,2
Esteban,0,0,3,0,0,0
Estela,0,2,2,0,0,0
Estella,4,4,4,0,0,0
Estelle,45,43,70,75,73,76
Ester,241,263,243,237,240,269
Estera,3,0,0,0,0,0
Estere,0,0,2,0,0,0
Esther,141,152,157,167,174,215
Esther-Maria,2,0,0,0,0,0
Eston,0,0,0,3,2,4
Estrid,38,54,48,57,66,62
Eszter,0,0,0,3,0,0
Etana,0,0,0,0,0,0
Etel,0,0,0,0,0,0
Ethan,13,7,16,17,15,20
Ethaniel,0,0,0,0,0,0
Ethel,7,6,9,3,12,10
Etia,0,2,0,0,0,0
Etienne,0,0,0,0,0,2
Étienne,0,0,2,0,0,0
Eton,3,0,0,0,0,2
Etta,3,4,3,2,3,3
Etti,0,0,0,0,2,0
Ettore,0,0,0,0,2,0
Euan,0,2,0,0,0,0
Eufemia,0,0,0,2,0,0
Eugen,7,0,3,2,2,0
Eugene,0,0,0,0,0,0
Eugenia,5,0,0,0,3,2
Eulalia,0,2,0,0,0,0
Eunice,0,0,0,3,2,3
Euron,0,0,0,0,0,0
Eva,37,35,41,76,83,77
Ewa,0,0,0,0,3,0
Evald,7,6,10,4,5,7
Ewald,0,2,0,0,0,0
Evalyn,0,0,0,2,0,0
Eva-Maria,0,0,2,0,0,0
Evan,11,14,9,10,11,12
Ewan,2,3,2,0,3,0
Evander,0,2,2,3,0,0
Evangelia,2,4,2,2,0,2
Evangelin,0,0,0,0,0,0
Evangelina,2,2,0,0,3,0
Evangeline,11,4,5,2,7,4
Evangelos,0,0,0,2,0,0
Evanna,0,0,0,0,0,0
Evar,0,0,2,0,0,0
Eve,0,0,0,0,2,0
Evelia,0,0,0,0,2,0
Evelie,0,0,0,0,2,0
Evelin,9,13,11,11,6,11
Ewelin,0,0,0,0,0,2
Evelina,106,98,107,78,71,59
Ewelina,8,6,6,5,5,5
Eveline,6,10,13,13,8,16
Eweline,0,0,0,0,0,0
Evelinn,6,2,3,3,0,4
Ewelinn,0,0,0,0,0,0
Evelyn,31,45,45,54,37,40
Ewelyn,0,0,0,0,2,0
Evelyna,0,0,0,0,0,0
Evelyne,2,2,0,0,0,0
Evelynn,3,0,2,5,5,3
Even,8,7,2,10,19,13
Evenezer,0,0,0,0,0,0
Ever,0,0,0,0,0,0
Everest,0,0,0,0,0,0
Everly,0,3,0,3,2,0
Evert,5,8,5,15,6,9
Ewert,0,2,0,0,0,0
Evgenia,0,0,0,0,2,0
Evgenija,0,0,0,0,0,0
Evi,0,3,3,0,3,3
Evia,0,0,0,0,2,0
Evian,0,0,0,0,0,2
Evie,2,5,4,6,8,6
Evilia,0,0,0,0,2,0
Evilyn,0,0,0,0,0,0
Evin,13,9,13,13,14,12
Evina,0,0,0,0,0,0
Evita,0,3,0,3,0,2
Evodia,0,2,0,0,0,0
Evolet,0,2,0,0,0,0
Evra,0,0,0,2,0,0
Evren,0,0,2,3,0,2
Evy,15,13,23,15,19,21
Ewy,2,0,0,2,0,0
Exauce,0,0,0,0,0,0
Exaucé,0,0,0,2,0,0
Eya,3,0,0,2,0,0
Eyad,3,2,5,4,6,5
Eyas,0,0,2,5,0,0
Eyaz,0,0,0,2,0,0
Eyja,0,0,0,0,2,0
Eyla,6,3,3,3,2,3
Eylah,0,4,0,0,0,0
Eylem,0,0,0,0,0,0
Eylul,0,0,0,0,0,0
Eylül,3,3,0,2,2,6
Eyman,0,0,0,0,2,0
Eymen,0,5,14,14,9,8
Eyob,3,0,0,0,3,0
Eyobel,0,0,0,0,0,0
Eyosias,0,0,0,0,0,0
Eyra,0,4,2,2,4,0
Eyvin,0,0,0,0,3,0
Eyvind,6,9,7,8,5,7
Eyyub,0,2,0,0,0,0
Ezana,0,0,2,0,3,5
Ezekiel,2,2,2,0,6,3
Ezel,4,2,3,2,2,0
Ezequiel,0,0,0,0,0,0
Ezgi,0,2,3,2,0,0
Ezio,0,0,2,0,0,0
Ezlen,0,2,0,0,0,0
Ezmeralda,0,2,0,2,0,0
Ezmira,0,0,2,0,0,0
Ezra,3,8,2,8,8,3
Ezz,0,0,2,0,0,0
Faadumo,0,0,0,0,0,0
Fabian,74,72,62,68,63,66
Fabian Rafal,0,0,0,0,0,0
Fabienne,0,0,0,0,0,0
Fabiha,0,0,0,0,0,0
Fabijan,0,0,0,0,0,0
Fabio,0,0,0,0,2,2
Fabiola,0,0,0,0,0,0
Fabrizio,0,0,0,2,0,0
Fadak,4,0,2,0,0,0
Fadel,0,0,2,4,2,0
Fadi,3,2,0,6,5,2
Fadia,0,0,2,0,0,0
Fadil,0,0,2,0,0,0
Faduma,0,3,2,0,2,3
Fadumo,8,5,6,4,0,0
Fadwa,0,0,2,0,0,0
Fady,0,0,0,0,0,0
Fahad,4,6,3,5,7,8
Fahd,0,2,0,3,0,6
Fahdi,0,0,0,2,0,0
Fahed,0,0,2,2,2,3
Fahim,0,2,0,0,2,0
Fahima,2,6,4,5,0,4
Fahma,0,0,0,0,0,0
Faik,0,0,0,0,0,2
Faisa,4,0,0,2,2,0
Faisal,5,4,5,4,4,5
Faiso,0,0,0,0,0,0
Faith,3,0,4,0,3,6
Faiz,0,0,0,0,0,0
Faiza,11,3,0,2,0,0
Faizan,0,0,0,0,0,3
Fajer,0,0,0,0,0,0
Fajr,0,0,0,0,0,0
Falak,0,0,0,0,0,0
Faline,2,0,0,0,0,0
Falis,0,0,0,0,2,0
Falke,0,0,0,4,16,18
Fallou,0,0,0,0,0,0
Fama,0,0,0,0,2,0
Faniel,2,0,0,5,4,0
Fanni,0,0,2,0,2,3
Fannie,0,5,4,4,3,0
Fanny,74,65,61,37,47,32
Fanta,2,0,0,0,0,2
Fanuel,0,0,0,0,2,0
Farah,6,8,11,9,10,10
Faraj,0,0,0,0,0,0
Faran,0,0,2,0,0,0
Faraz,2,0,0,0,0,0
Fardeen,0,0,0,0,0,0
Fardin,0,0,0,2,0,0
Fardosa,0,3,2,0,0,0
Fardowsa,0,0,4,0,4,0
Fares,7,5,6,14,11,11
Farh,0,0,0,0,2,0
Farhad,3,0,0,0,2,2
Farhan,8,0,5,4,7,4
Farhia,0,0,0,0,0,0
Farhiya,2,0,0,2,0,0
Farid,0,3,2,2,0,2
Farida,6,2,4,3,0,6
Fariha,2,0,0,0,0,0
Farije,0,0,0,0,0,0
Faris,9,5,3,4,4,7
Farishta,0,0,0,0,0,0
Faroq,2,0,0,0,0,0
Farouk,0,2,2,6,0,0
Fars,0,0,0,0,2,0
Fartun,4,2,0,2,0,2
Faruk,0,2,0,0,3,2
Farwa,0,0,0,0,0,0
Faryal,0,0,0,0,2,0
Fateh,0,0,0,0,2,2
Fatema,2,2,3,3,7,2
Fatemeh,0,0,2,2,3,3
Faten,0,0,0,0,2,0
Fatha,0,0,0,2,0,0
Fathi,0,3,0,0,3,2
Fathia,0,0,0,0,2,0
Fathy,0,0,2,0,0,0
Fatih,5,3,0,0,2,2
Fatiha,2,0,0,0,0,0
Fatim,0,0,0,0,2,0
Fatima,55,76,78,87,84,79
Fatima Zahra,0,0,0,0,2,0
Fatimah,7,10,5,9,7,3
Fatima-Zahra,2,0,0,0,0,0
Fatime,0,0,3,0,2,3
Fatimeh,0,0,0,0,0,0
Fatin,0,0,0,0,0,0
Fatjon,0,0,0,0,0,0
Fatma,20,15,12,11,11,11
Fatmah,0,0,0,0,0,0
Fatmanur,0,0,0,0,0,0
Fatme,3,0,0,0,0,0
Fatos,0,0,0,0,0,0
Fatou,0,7,3,2,3,3
Fatoumata,0,0,4,0,0,0
Fatuma,0,0,0,3,2,0
Fatwa,0,2,0,0,0,0
Fausta,0,0,2,0,0,0
Faustyna,0,2,0,0,0,0
Fawaz,0,0,2,0,0,4
Favor,0,0,0,0,0,0
Favour,2,0,0,0,0,0
Fawzi,0,0,0,0,0,0
Fay,0,3,0,0,2,2
Fayaz,2,0,0,0,0,0
Faye,4,3,0,2,3,2
Fayez,2,3,0,0,0,2
Faysal,0,0,0,0,0,2
Fea,0,0,0,0,0,0
Febe,0,0,2,0,2,2
Feben,0,0,3,0,0,0
Fedek,0,0,0,0,0,2
Federico,0,0,0,0,0,2
Fedor,0,0,0,0,0,0
Fehim,0,0,0,0,0,0
Felice,3,7,7,8,6,5
Felicia,346,271,257,215,211,141
Felicity,0,5,0,2,0,5
Feliks,0,0,0,0,0,0
Felina,0,0,2,0,0,0
Feline,3,0,2,0,2,0
Felipe,0,2,8,4,3,6
Felippa,0,0,0,0,0,0
Felisia,0,0,0,0,0,0
Felitzia,0,0,0,0,0,0
Felix,288,233,255,204,222,178
Félix,0,3,0,2,0,2
Feliz,0,0,0,0,0,0
Felize,0,0,0,0,0,0
Felizia,7,6,6,5,7,0
Femke,2,0,0,0,0,0
Fenix,2,3,4,2,3,6
Fenja,2,2,2,2,5,3
Fenna,2,0,0,0,0,0
Fenris,0,0,0,0,0,0
Feras,0,0,0,3,0,0
Ferdinand,3,5,8,4,6,2
Ferenc,0,0,2,0,0,0
Ferhad,0,0,0,0,0,0
Ferhat,0,0,0,0,0,0
Ferida,2,0,0,0,0,0
Feride,0,0,2,0,0,0
Fermina,0,0,0,0,0,0
Fernanda,0,3,0,2,0,0
Fernando,2,3,0,2,2,3
Ferry,0,0,0,0,0,0
Feven,0,0,0,2,0,0
Feysal,2,0,0,0,2,0
Feyza,0,0,0,0,0,0
Fhilip,0,0,0,0,0,0
Fia,5,5,4,4,4,3
Fidan,0,0,0,0,0,0
Fiddeli,0,0,0,0,0,0
Fidel,0,0,3,0,0,0
Fideli,0,2,4,4,3,4
Fidelie,0,0,0,0,0,0
Fie,0,0,2,0,0,0
Figaro,0,2,0,0,0,0
Figge,2,5,2,3,4,0
Figo,0,0,0,0,0,0
Fijona,0,0,0,0,0,0
Filemon,2,0,0,0,0,0
Filicia,0,0,0,0,0,0
Filip,367,312,352,285,284,261
Filipa,0,0,0,0,0,0
Filipe,0,0,0,0,0,3
Filiph,0,2,0,0,0,0
Filipha,0,0,0,0,0,0
Filippa,171,136,145,151,124,144
Filippo,0,0,0,3,0,2
Filippos,0,2,3,4,6,4
Filiz,2,0,0,2,0,0
Fillip,0,0,0,2,0,0
Filmon,0,0,0,0,0,0
Filomina,0,0,2,3,0,0
Filsan,2,0,0,0,0,0
Filza,0,2,0,0,0,0
Fina,0,0,0,0,0,0
Findus,0,0,2,0,0,0
Fingal,2,0,0,0,0,0
Finley,0,0,0,2,3,2
Finn,24,29,41,35,39,43
Fiona,27,29,35,30,38,25
Fionn,0,0,0,2,0,0
Fionna,0,0,0,0,0,0
Fiorella,0,0,0,0,0,0
Firas,4,3,2,5,0,4
Firat,0,2,0,0,2,2
Firaz,0,0,0,0,0,0
Firdaws,0,0,0,0,0,0
Firdowsa,0,0,0,0,0,0
Fisnik,0,0,0,0,0,0
Fjodor,2,0,0,0,0,2
Flamur,0,0,0,0,0,0
Flavia,0,0,0,0,0,0
Flavio,0,0,0,0,2,0
Fleming,0,0,2,0,0,0
Fleur,0,0,2,2,0,0
Flisa,0,2,0,0,0,0
Floke,0,2,2,5,3,0
Flóki,0,0,0,2,0,0
Flora,40,46,49,64,52,62
Florence,14,22,21,28,31,43
Florencia,0,0,0,2,0,2
Florens,2,2,0,0,3,4
Florent,0,0,0,0,0,0
Florenta,0,0,0,0,0,0
Florentina,0,0,2,0,0,0
Floresa,0,0,0,0,0,0
Floria,0,0,0,0,0,0
Florian,18,17,12,21,19,10
Florim,0,0,0,2,0,0
Florina,0,0,0,0,0,0
Floris,0,0,0,0,2,0
Floyd,2,3,0,0,7,3
Flynn,0,2,6,6,3,2
Folke,121,145,151,158,153,146
Forat,0,0,2,0,0,0
Ford,0,0,0,0,0,0
Forest,0,0,0,2,0,0
Forrest,0,0,0,0,2,0
Fotini,2,0,0,0,2,0
Fotios,0,2,0,0,0,0
Fouad,0,0,2,4,3,5
Fowsiya,0,0,0,0,0,0
Fox,0,0,0,0,2,3
Fozia,0,2,0,2,0,0
Franc,0,0,0,0,2,0
Franca,0,0,0,3,3,5
Frances,4,16,19,23,18,20
Francesca,3,0,3,3,0,2
Francesco,4,2,3,3,4,2
Francine,0,2,0,3,0,0
Francis,12,24,19,16,23,27
Francisca,0,2,0,0,0,0
Francisco,0,0,2,2,0,0
Franciska,0,0,2,0,0,0
Franciszek,2,0,6,7,8,3
Franck,2,0,0,0,2,0
Franco,3,2,2,0,2,3
Franek,0,2,0,0,0,0
Frank,232,269,310,316,322,304
Franka,4,4,8,6,8,6
Franke,4,4,9,10,9,6
Frankie,5,5,8,9,5,5
Franklin,2,4,8,5,9,7
Frans,121,125,210,205,298,436
Fransisco,0,0,0,0,2,0
Franz,9,15,11,14,17,12
Frasse,2,0,0,2,2,0
Frea,0,0,0,0,0,0
Fred,88,91,90,91,78,81
Fredd,0,0,0,0,0,0
Freddie,5,10,12,12,11,8
Freddy,7,7,2,6,0,4
Frederick,0,0,2,0,0,2
Frederik,0,0,0,0,0,0
Frederike,0,0,0,0,0,0
Fredina,0,0,0,0,0,0
Fredric,0,0,0,0,0,0
Fredrica,0,2,0,0,2,0
Fredrick,0,0,0,0,2,0
Fredrik,20,31,16,12,19,15
Fredrika,11,15,10,10,7,9
Freia,4,3,4,0,2,4
Freij,0,0,0,0,2,0
Freija,11,3,10,13,11,7
Frej,39,40,55,53,63,68
Freja,453,463,462,456,438,428
Frejja,2,0,0,0,0,0
Freke,0,3,0,0,0,0
Frena,0,0,0,0,0,0
Frey,0,2,3,2,8,3
Freya,66,62,81,82,74,75
Freyja,6,12,8,14,17,22
Freyr,0,0,0,2,0,2
Frida,113,83,63,56,60,36
Fride,3,3,3,5,3,2
Fridha,0,0,0,0,0,0
Fridian,0,0,0,0,0,0
Fridolf,3,5,2,0,3,3
Fridolin,0,0,0,0,0,0
Fridtjof,0,0,0,0,0,0
Frieda,0,0,0,0,0,0
Frigg,0,0,0,0,0,0
Frigga,0,0,0,2,0,0
Fritiof,0,2,0,0,0,3
Fritjof,2,0,3,0,0,0
Fritz,3,3,3,5,5,2
Frode,13,8,10,13,7,15
Frost,0,0,0,0,0,0
Frö,0,2,0,0,0,0
Fröja,0,0,0,0,0,0
Fröjdis,0,0,0,0,0,0
Fu,0,0,0,0,0,0
Fuad,4,3,0,3,0,4
Furat,0,0,0,0,0,0
Furkan,6,5,0,2,2,0
Furtuna,0,0,0,2,0,0
Gabija,0,2,0,2,0,0
Gabriel,359,349,337,352,482,421
Gabriela,12,8,8,10,8,11
Gabriele,0,0,0,0,0,0
Gabrielis,2,0,0,0,0,3
Gabrielius,0,3,0,2,0,3
Gabriell,0,0,2,0,0,0
Gabriella,58,40,63,47,75,46
Gabrielle,5,3,5,3,5,5
Gabriels,0,0,0,2,0,0
Gabrijel,0,0,0,0,2,0
Gabrijela,0,0,0,2,0,0
Gad,0,0,0,4,0,0
Gader,0,0,0,0,0,0
Gadir,0,0,0,0,0,0
Gael,0,0,5,6,0,3
Gaia,3,2,2,4,4,3
Gaïa,0,0,0,0,3,0
Gaith,0,0,0,2,0,0
Gaja,0,0,0,0,3,2
Galal,0,0,0,2,0,0
Galila,0,0,0,0,2,0
Gallardo,0,0,0,0,0,0
Gamal,0,0,0,0,0,0
Gamze,0,0,0,0,0,0
Gana,0,0,0,0,0,0
Gani,0,0,0,2,0,0
Gannat,0,0,0,0,0,0
Garion,0,0,0,0,0,0
Gaspar,0,0,0,0,0,0
Gassan,0,2,0,0,0,0
Gaston,4,6,0,3,2,6
Gavin,0,4,3,3,4,4
Gayatri,0,0,0,0,0,0
Gazal,0,0,0,0,0,2
Gazel,0,0,0,0,0,0
Geart,0,0,0,0,0,0
Gegeelen,0,0,0,0,2,2
Gelila,3,3,7,12,12,18
Gelilla,0,0,0,0,2,0
Gelyon,0,0,0,0,0,0
Gemma,0,0,2,0,0,0
Gena,0,0,0,2,0,0
Gent,0,2,0,0,2,0
Genta,0,0,0,0,0,0
Genti,0,0,0,0,0,0
Gentian,0,0,0,0,0,0
Gentiana,0,0,0,0,0,0
Gentrit,0,0,0,0,0,0
Georg,9,11,13,13,15,15
George,17,17,17,23,24,33
Georgeos,0,0,0,0,0,0
Georges,0,0,2,3,0,4
Georgi,0,0,0,0,0,2
Georgia,4,0,0,0,0,2
Georgina,0,0,3,0,0,0
Georgio,0,0,0,0,0,0
Georgios,7,4,13,7,8,6
Georgos,0,0,0,0,0,0
Gerald,0,0,0,0,0,0
Gerard,2,0,0,0,0,0
Gerda,5,4,10,8,6,10
Gerhard,2,0,0,3,2,0
Gertrud,0,9,4,0,2,4
Gertrude,0,0,0,0,0,0
Getoar,0,0,0,2,0,0
Getuar,0,0,0,0,0,0
Ghada,0,0,0,0,0,0
Ghadir,3,0,0,0,0,0
Ghaida,0,0,0,0,0,0
Ghaith,2,5,0,2,0,6
Ghalia,0,0,0,0,0,2
Ghassan,0,0,0,3,2,5
Ghazal,0,0,2,2,2,8
Ghazi,0,2,0,0,0,0
Ghina,0,2,0,3,0,0
Ghita,0,0,2,0,0,0
Gia,0,0,0,0,2,0
Giada,0,0,0,2,0,0
Gianna,0,0,0,0,4,0
Gibril,0,2,2,0,0,2
Gibson,2,0,8,4,2,2
Gideon,4,13,17,9,5,15
Gilbert,3,9,3,7,4,10
Gilda,0,0,0,0,2,0
Gilliam,0,0,0,0,0,0
Gillion,0,0,3,0,2,2
Gillis,16,17,23,46,46,28
Gina,0,3,2,5,3,4
Ginny,0,2,0,2,0,0
Gino,0,0,3,0,3,4
Giorgio,0,0,0,0,2,2
Giorgos,0,0,2,0,0,0
Giovani,0,0,0,0,0,0
Giovanna,0,0,0,0,0,0
Giovanni,3,3,5,2,6,5
Gisela,0,0,0,0,0,0
Giselle,3,0,2,0,2,3
Git,0,2,0,0,2,0
Gita,0,0,0,0,0,0
Giulia,3,2,3,2,0,0
Giuliana,0,0,0,0,0,0
Giuliano,0,0,0,0,0,0
Giulio,0,0,0,0,0,0
Giuseppe,0,0,0,0,2,0
Giwargis,0,0,0,0,0,0
Gizela,0,0,0,0,0,0
Gizem,0,0,0,0,0,0
Gjon,0,0,0,0,0,0
Gladys,2,0,0,0,0,0
Glena,0,0,0,0,0,0
Glenn,2,2,2,2,5,0
Glimma,0,0,0,0,0,0
Gloria,19,6,15,12,13,12
Glory,0,0,0,2,0,0
Gniewomir,0,0,0,2,0,0
Goda,0,0,0,0,0,0
Godwin,0,2,2,0,0,0
Goliat,0,5,0,0,0,2
Goliath,0,0,0,0,0,0
Gonzalo,0,0,0,0,0,0
Goran,0,0,0,2,0,3
Gordon,7,7,4,8,9,7
Gorgis,0,0,0,0,0,0
Gori,0,0,0,2,0,2
Gotte,2,0,0,0,0,0
Gottfrid,15,14,8,18,22,24
Grace,10,17,19,14,24,15
Grace Kelly,0,2,0,0,0,0
Gracjan,0,0,0,0,0,0
Granit,0,0,0,0,2,0
Grant,0,0,0,0,0,2
Granth,0,2,0,0,0,0
Grayson,0,0,0,0,2,0
Great,0,0,2,0,0,0
Greger,0,0,0,0,0,0
Gregor,0,0,2,0,0,0
Gregory,0,0,0,0,0,0
Gresa,0,0,0,0,0,0
Greta,181,192,143,135,149,104
Gréta,0,0,0,0,0,0
Grete,5,3,4,4,0,0
